site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
P721 05OCT01 2005.7495 53644 1342 6 -110.0   -161 -0.479519   4985263  0.996691  2236  0.337497  0.0083 0.001363 0.001767 0.006897 -0.052489  0.181152 -0.279976  45.0028755534 -110.0020492333  2236.33750
P721 05OCT02 2005.7522 53645 1343 0 -110.0   -161 -0.480370   4985263  0.999130  2236  0.327750  0.0083 0.001395 0.001679 0.006710 -0.050513  0.302124 -0.201097  45.0028755751 -110.0020492446  2236.32775
P721 05OCT03 2005.7550 53646 1343 1 -110.0   -161 -0.481354   4985263  0.999771  2236  0.318169  0.0083 0.001376 0.001731 0.006724 -0.045730  0.236840 -0.212133  45.0028755807 -110.0020492576  2236.31817
P721 05OCT04 2005.7577 53647 1343 2 -110.0   -161 -0.479121   4985263  1.003420  2236  0.328967  0.0083 0.001304 0.001690 0.006302 -0.036366  0.155189 -0.209784  45.0028756133 -110.0020492298  2236.32897
P721 05OCT05 2005.7604 53648 1343 3 -110.0   -161 -0.477450   4985263  1.002443  2236  0.323787  0.0083 0.001256 0.001577 0.005950 -0.026208  0.223496 -0.186882  45.0028756043 -110.0020492091  2236.32379
P721 05OCT06 2005.7632 53649 1343 4 -110.0   -161 -0.477715   4985263  1.000047  2236  0.328136  0.0083 0.001207 0.001566 0.005817 -0.014890  0.155654 -0.235829  45.0028755825 -110.0020492130  2236.32814
P721 05OCT07 2005.7659 53650 1343 5 -110.0   -161 -0.475215   4985263  0.995130  2236  0.321683  0.0083 0.001227 0.001602 0.005924  0.016614  0.128686 -0.193622  45.0028755380 -110.0020491819  2236.32168
P721 05OCT08 2005.7687 53651 1343 6 -110.0   -161 -0.479950   4985263  1.001032  2236  0.317861  0.0083 0.001353 0.001702 0.006595  0.052177  0.121959 -0.286726  45.0028755909 -110.0020492425  2236.31786
P721 05OCT09 2005.7714 53652 1344 0 -110.0   -161 -0.478525   4985263  0.999496  2236  0.320692  0.0083 0.001314 0.001643 0.006294 -0.068184  0.248752 -0.236583  45.0028755768 -110.0020492249  2236.32069
P721 05OCT10 2005.7741 53653 1344 1 -110.0   -161 -0.477347   4985263  0.999565  2236  0.338444  0.0083 0.001256 0.001623 0.006055 -0.006873  0.162452 -0.183604  45.0028755772 -110.0020492105  2236.33844
