site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
P686 07JUL19 2007.5455 54300 1436 4 -111.2   3591  0.197404   4901829  0.491517  2165  0.326554  0.0083 0.000691 0.000904 0.002785  0.039003 -0.069209 -0.147308  44.2520552899 -111.1550360521  2165.32655
P686 07JUL20 2007.5483 54301 1436 5 -111.2   3591  0.198704   4901829  0.492928  2165  0.326309  0.0083 0.000684 0.000909 0.002740  0.063422 -0.100202 -0.156796  44.2520553023 -111.1550360364  2165.32631
P686 07JUL21 2007.5510 54302 1436 6 -111.2   3591  0.200261   4901829  0.492750  2165  0.327895  0.0083 0.000687 0.000930 0.002782  0.003233 -0.034047 -0.139037  44.2520553005 -111.1550360174  2165.32789
P686 07JUL22 2007.5537 54303 1437 0 -111.2   3591  0.200154   4901829  0.491432  2165  0.329618  0.0083 0.000684 0.000927 0.002788  0.038999 -0.074761 -0.129804  44.2520552884 -111.1550360193  2165.32962
P686 07JUL23 2007.5565 54304 1437 1 -111.2   3591  0.198305   4901829  0.492893  2165  0.329067  0.0083 0.000694 0.000915 0.002821  0.055410 -0.068647 -0.112493  44.2520553013 -111.1550360429  2165.32907
P686 07JUL24 2007.5592 54305 1437 2 -111.2   3591  0.198704   4901829  0.492215  2165  0.327579  0.0083 0.000703 0.000920 0.002853  0.042432 -0.091459 -0.117605  44.2520552950 -111.1550360384  2165.32758
P686 07JUL25 2007.5619 54306 1437 3 -111.2   3591  0.198349   4901829  0.492257  2165  0.326478  0.0083 0.000693 0.000925 0.002844  0.007488 -0.069435 -0.113699  44.2520552951 -111.1550360434  2165.32648
P686 07JUL26 2007.5647 54307 1437 4 -111.2   3591  0.198549   4901829  0.490741  2165  0.324449  0.0083 0.000692 0.000918 0.002794  0.052225 -0.065758 -0.100509  44.2520552812 -111.1550360414  2165.32445
P686 07JUL27 2007.5674 54308 1437 5 -111.2   3591  0.197396   4901829  0.491299  2165  0.323010  0.0083 0.000690 0.000912 0.002781  0.046093 -0.049985 -0.129764  44.2520552860 -111.1550360564  2165.32301
P686 07JUL28 2007.5702 54309 1437 6 -111.2   3591  0.198411   4901829  0.492581  2165  0.330156  0.0083 0.000690 0.000929 0.002795 -0.002899 -0.023248 -0.109517  44.2520552973 -111.1550360442  2165.33016
P686 07JUL29 2007.5729 54310 1438 0 -111.2   3591  0.196837   4901829  0.490261  2165  0.326438  0.0083 0.000717 0.000945 0.002936 -0.011907 -0.025715 -0.126585  44.2520552762 -111.1550360644  2165.32644
P686 07JUL30 2007.5756 54311 1438 1 -111.2   3591  0.199388   4901829  0.490940  2165  0.328341  0.0083 0.000682 0.000913 0.002729  0.039634 -0.060158 -0.102646  44.2520552820 -111.1550360330  2165.32834
P686 07JUL31 2007.5784 54312 1438 2 -111.2   3591  0.197993   4901829  0.493162  2165  0.330424  0.0083 0.000696 0.000919 0.002829  0.021230 -0.073876 -0.132417  44.2520553018 -111.1550360509  2165.33042
P686 07AUG01 2007.5811 54313 1438 3 -111.2   3591  0.197399   4901829  0.493343  2165  0.327191  0.0083 0.000685 0.000903 0.002758  0.026983 -0.031185 -0.125693  44.2520553032 -111.1550360589  2165.32719
P686 07AUG02 2007.5838 54314 1438 4 -111.2   3591  0.198036   4901829  0.492245  2165  0.330801  0.0083 0.000690 0.000925 0.002797  0.050111 -0.049085 -0.117566  44.2520552931 -111.1550360514  2165.33080
P686 07AUG03 2007.5866 54315 1438 5 -111.2   3591  0.199589   4901829  0.493352  2165  0.328329  0.0083 0.000695 0.000930 0.002843  0.015464 -0.023562 -0.141061  44.2520553028 -111.1550360325  2165.32833
P686 07AUG04 2007.5893 54316 1438 6 -111.2   3591  0.199419   4901829  0.491820  2165  0.331440  0.0083 0.000701 0.000920 0.002828  0.037499 -0.090926 -0.134475  44.2520552888 -111.1550360351  2165.33144
