site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
P680 05JUN25 2005.4812 53546 1328 6 -111.1     99  0.386311   4940310  0.769072  2315  0.916864  0.0083 0.000704 0.000960 0.002872  0.000810  0.004039 -0.080694  44.5983575618 -111.0987492563  2315.91686
P680 05JUN26 2005.4839 53547 1329 0 -111.1     99  0.386277   4940310  0.770794  2315  0.923564  0.0083 0.000694 0.000948 0.002820  0.007211  0.011326 -0.119456  44.5983575771 -111.0987492572  2315.92356
P680 05JUN27 2005.4867 53548 1329 1 -111.1     99  0.387351   4940310  0.770206  2315  0.922370  0.0083 0.000694 0.000945 0.002820 -0.006929  0.017563 -0.092024  44.5983575715 -111.0987492443  2315.92237
P680 05JUN28 2005.4894 53549 1329 2 -111.1     99  0.385440   4940310  0.769066  2315  0.914476  0.0083 0.000688 0.000950 0.002767 -0.016787  0.032265 -0.130637  44.5983575610 -111.0987492688  2315.91448
P680 05JUN29 2005.4921 53550 1329 3 -111.1     99  0.386053   4940310  0.769288  2315  0.922717  0.0083 0.000686 0.000958 0.002805 -0.010999  0.015427 -0.111486  44.5983575628 -111.0987492616  2315.92272
P680 05JUN30 2005.4949 53551 1329 4 -111.1     99  0.386798   4940310  0.769917  2315  0.924605  0.0083 0.000694 0.000957 0.002783 -0.023216  0.012998 -0.074458  44.5983575682 -111.0987492528  2315.92460
P680 05JUL01 2005.4976 53552 1329 5 -111.1     99  0.385748   4940310  0.769408  2315  0.921696  0.0083 0.000697 0.000965 0.002847 -0.014297  0.000594 -0.132968  44.5983575634 -111.0987492665  2315.92170
P680 05JUL02 2005.5003 53553 1329 6 -111.1     99  0.385207   4940310  0.769981  2315  0.924465  0.0083 0.000699 0.000962 0.002835 -0.013169 -0.000595 -0.117644  44.5983575683 -111.0987492738  2315.92446
P680 05JUL03 2005.5031 53554 1330 0 -111.1     99  0.384590   4940310  0.770183  2315  0.925744  0.0083 0.000692 0.000941 0.002799  0.004860  0.011741 -0.122010  44.5983575699 -111.0987492821  2315.92574
P680 05JUL04 2005.5058 53555 1330 1 -111.1     99  0.385740   4940310  0.769925  2315  0.922948  0.0083 0.000689 0.000951 0.002782  0.010897 -0.009618 -0.097139  44.5983575673 -111.0987492682  2315.92295
P680 05JUL05 2005.5086 53556 1330 2 -111.1     99  0.385879   4940310  0.771134  2315  0.923562  0.0083 0.000691 0.000959 0.002821 -0.008172  0.027855 -0.144005  44.5983575780 -111.0987492670  2315.92356
P680 05JUL06 2005.5113 53557 1330 3 -111.1     99  0.385936   4940310  0.770889  2315  0.925265  0.0083 0.000694 0.000951 0.002813 -0.001235  0.027817 -0.092743  44.5983575755 -111.0987492667  2315.92526
P680 05JUL07 2005.5140 53558 1330 4 -111.1     99  0.388380   4940310  0.769641  2315  0.928159  0.0083 0.000692 0.000947 0.002798 -0.010680  0.017483 -0.109123  44.5983575641 -111.0987492365  2315.92816
P680 05JUL08 2005.5168 53559 1330 5 -111.1     99  0.385408   4940310  0.768358  2315  0.922748  0.0083 0.000697 0.000959 0.002833 -0.019535 -0.005660 -0.110410  44.5983575523 -111.0987492744  2315.92275
P680 05JUL09 2005.5195 53560 1330 6 -111.1     99  0.386665   4940310  0.766310  2315  0.927140  0.0083 0.000700 0.000964 0.002877 -0.022505  0.002376 -0.105936  44.5983575336 -111.0987492591  2315.92714
P680 05JUL10 2005.5222 53561 1331 0 -111.1     99  0.385312   4940310  0.769743  2315  0.925790  0.0083 0.000723 0.001001 0.003031 -0.005838 -0.030522 -0.170355  44.5983575643 -111.0987492767  2315.92579
P680 05JUL11 2005.5250 53562 1331 1 -111.1     99  0.385771   4940310  0.769767  2315  0.929811  0.0083 0.000701 0.000958 0.002805 -0.026320 -0.022943 -0.085517  44.5983575642 -111.0987492714  2315.92981
P680 05JUL12 2005.5277 53563 1331 2 -111.1     99  0.386734   4940310  0.769252  2315  0.922840  0.0083 0.000695 0.000947 0.002812 -0.016953  0.029301 -0.127826  44.5983575594 -111.0987492598  2315.92284
P680 05JUL13 2005.5305 53564 1331 3 -111.1     99  0.385450   4940310  0.768855  2315  0.928417  0.0083 0.000701 0.000960 0.002866 -0.017683 -0.040967 -0.110027  44.5983575556 -111.0987492765  2315.92842
P680 05JUL14 2005.5332 53565 1331 4 -111.1     99  0.385081   4940310  0.769363  2315  0.926263  0.0083 0.000702 0.000962 0.002865 -0.020310 -0.033208 -0.108794  44.5983575599 -111.0987492817  2315.92626
P680 05JUL15 2005.5359 53566 1331 5 -111.1     99  0.384847   4940310  0.768392  2315  0.921268  0.0083 0.000688 0.000949 0.002778  0.009571 -0.045357 -0.132747  44.5983575509 -111.0987492851  2315.92127
P680 05JUL16 2005.5387 53567 1331 6 -111.1     99  0.388306   4940310  0.768371  2315  0.928061  0.0083 0.000692 0.000957 0.002796  0.002879 -0.010613 -0.122695  44.5983575505 -111.0987492421  2315.92806
P680 05JUL17 2005.5414 53568 1332 0 -111.1     99  0.388318   4940310  0.769355  2315  0.930413  0.0083 0.000688 0.000949 0.002754 -0.009359  0.006666 -0.096771  44.5983575591 -111.0987492425  2315.93041
P680 05JUL18 2005.5441 53569 1332 1 -111.1     99  0.385843   4940310  0.768406  2315  0.932095  0.0083 0.000712 0.000982 0.002977  0.008326 -0.008197 -0.155037  44.5983575503 -111.0987492741  2315.93210
P680 05JUL19 2005.5469 53570 1332 2 -111.1     99  0.388581   4940310  0.767759  2315  0.930948  0.0083 0.000684 0.000933 0.002723  0.017497 -0.019159 -0.087193  44.5983575443 -111.0987492402  2315.93095
P680 05JUL20 2005.5496 53571 1332 3 -111.1     99  0.385628   4940310  0.767988  2315  0.930950  0.0083 0.000691 0.000935 0.002737  0.002475 -0.022054 -0.091682  44.5983575461 -111.0987492779  2315.93095
P680 05JUL21 2005.5524 53572 1332 4 -111.1     99  0.386324   4940310  0.770298  2315  0.927774  0.0083 0.000692 0.000951 0.002809  0.018695 -0.046455 -0.127674  44.5983575666 -111.0987492697  2315.92777
P680 05JUL22 2005.5551 53573 1332 5 -111.1     99  0.387573   4940310  0.769335  2315  0.928171  0.0083 0.000690 0.000949 0.002792  0.005802 -0.046053 -0.091715  44.5983575577 -111.0987492544  2315.92817
P680 05JUL23 2005.5578 53574 1332 6 -111.1     99  0.387609   4940310  0.769180  2315  0.931072  0.0083 0.000707 0.000974 0.002907  0.016076  0.001623 -0.099298  44.5983575561 -111.0987492545  2315.93107
P680 05JUL24 2005.5606 53575 1333 0 -111.1     99  0.388142   4940310  0.766880  2315  0.925504  0.0083 0.000712 0.000946 0.002849  0.028224 -0.004071 -0.058888  44.5983575352 -111.0987492483  2315.92550
P680 05JUL25 2005.5633 53576 1333 1 -111.1     99  0.388478   4940310  0.767672  2315  0.929515  0.0083 0.000710 0.000945 0.002836  0.013983  0.000318 -0.081773  44.5983575420 -111.0987492446  2315.92952
P680 05JUL26 2005.5661 53577 1333 2 -111.1     99  0.386105   4940310  0.769254  2315  0.922318  0.0083 0.000730 0.000969 0.002946 -0.021107  0.009615 -0.080338  44.5983575560 -111.0987492750  2315.92232
P680 05JUL27 2005.5688 53578 1333 3 -111.1     99  0.387692   4940310  0.768528  2315  0.924548  0.0083 0.000737 0.000975 0.002918  0.036883  0.011645 -0.092324  44.5983575493 -111.0987492555  2315.92455
P680 05JUL28 2005.5715 53579 1333 4 -111.1     99  0.386758   4940310  0.768424  2315  0.927270  0.0083 0.000740 0.000976 0.002937  0.013618  0.001147 -0.094138  44.5983575481 -111.0987492678  2315.92727
P680 05JUL29 2005.5743 53580 1333 5 -111.1     99  0.387504   4940310  0.767576  2315  0.929090  0.0083 0.000701 0.000950 0.002821  0.032919 -0.053226 -0.052180  44.5983575402 -111.0987492590  2315.92909
P680 05JUL30 2005.5770 53581 1333 6 -111.1     99  0.388022   4940310  0.767174  2315  0.928472  0.0083 0.000720 0.000967 0.002896  0.029630 -0.003832 -0.069435  44.5983575364 -111.0987492529  2315.92847
P680 05JUL31 2005.5797 53582 1334 0 -111.1     99  0.387452   4940310  0.768156  2315  0.921274  0.0083 0.000700 0.000940 0.002816  0.026324 -0.017353 -0.066522  44.5983575450 -111.0987492606  2315.92127
P680 05AUG01 2005.5825 53583 1334 1 -111.1     99  0.387782   4940310  0.766481  2315  0.925550  0.0083 0.000707 0.000955 0.002869  0.008941 -0.041713 -0.057793  44.5983575296 -111.0987492570  2315.92555
