site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
P714 08JUN26 2008.4846 54643 1485 4 -110.7  -3508 -0.826700   4973370  0.084293  2250  0.474613  0.0083 0.000751 0.001038 0.003308 -0.023079  0.001391 -0.193601  44.8958490459 -110.7444230358  2250.47461
P714 08JUN27 2008.4873 54644 1485 5 -110.7  -3508 -0.825758   4973370  0.085919  2250  0.469320  0.0083 0.000734 0.001018 0.003230  0.031933 -0.013107 -0.214303  44.8958490603 -110.7444230244  2250.46932
P714 08JUN28 2008.4901 54645 1485 6 -110.7  -3508 -0.822009   4973370  0.082961  2250  0.474079  0.0083 0.000725 0.001025 0.003263  0.042318  0.013104 -0.233796  44.8958490334 -110.7444229774  2250.47408
P714 08JUN29 2008.4928 54646 1486 0 -110.7  -3508 -0.821584   4973370  0.083945  2250  0.477023  0.0083 0.000735 0.001030 0.003279  0.056736  0.006739 -0.235805  44.8958490420 -110.7444229726  2250.47702
P714 08JUN30 2008.4956 54647 1486 1 -110.7  -3508 -0.822725   4973370  0.083724  2250  0.473152  0.0083 0.000727 0.001010 0.003241  0.014952  0.057096 -0.245698  44.8958490398 -110.7444229876  2250.47315
P714 08JUL01 2008.4983 54648 1486 2 -110.7  -3508 -0.823503   4973370  0.084626  2250  0.475505  0.0083 0.000739 0.001057 0.003345  0.026652 -0.060194 -0.207277  44.8958490477 -110.7444229979  2250.47551
P714 08AUG02 2008.5859 54680 1490 6 -110.7  -3508 -0.823830   4973370  0.089123  2250  0.494822  0.0083 0.003644 0.003645 0.019721 -0.284544  0.604809 -0.298232  44.8958490806 -110.7444230189  2250.49482
P714 09MAY22 2009.3881 54973 1532 5 -110.7  -3508 -0.823677   4973370  0.082462  2250  0.460417  0.0083 0.000741 0.001049 0.003370  0.031820  0.016866 -0.246351  44.8958489517 -110.7444231711  2250.46042
P714 09MAY23 2009.3908 54974 1532 6 -110.7  -3508 -0.823859   4973370  0.082432  2250  0.463177  0.0083 0.000743 0.001041 0.003377  0.010940  0.024513 -0.263409  44.8958489512 -110.7444231739  2250.46318
P714 09MAY24 2009.3936 54975 1533 0 -110.7  -3508 -0.822701   4973370  0.082183  2250  0.463635  0.0083 0.000753 0.001052 0.003428  0.035018  0.028152 -0.268847  44.8958489487 -110.7444231598  2250.46363
P714 09MAY25 2009.3963 54976 1533 1 -110.7  -3508 -0.824798   4973370  0.081737  2250  0.467067  0.0083 0.000755 0.001047 0.003518  0.029490 -0.004012 -0.298671  44.8958489445 -110.7444231869  2250.46707
P714 09MAY26 2009.3990 54977 1533 2 -110.7  -3508 -0.824628   4973370  0.082176  2250  0.461551  0.0083 0.000742 0.001039 0.003281  0.030036  0.030549 -0.211173  44.8958489482 -110.7444231853  2250.46155
P714 09MAY27 2009.4018 54978 1533 3 -110.7  -3508 -0.824312   4973370  0.082928  2250  0.464328  0.0083 0.000738 0.001058 0.003424  0.049902 -0.032379 -0.304979  44.8958489547 -110.7444231818  2250.46433
P714 09MAY28 2009.4045 54979 1533 4 -110.7  -3508 -0.825080   4973370  0.082014  2250  0.468311  0.0083 0.000765 0.001045 0.003465  0.032145 -0.000868 -0.284597  44.8958489462 -110.7444231920  2250.46831
P714 09MAY29 2009.4073 54980 1533 5 -110.7  -3508 -0.824462   4973370  0.083252  2250  0.463635  0.0083 0.000739 0.001034 0.003298  0.005249  0.007943 -0.235620  44.8958489571 -110.7444231848  2250.46363
P714 09MAY30 2009.4100 54981 1533 6 -110.7  -3508 -0.822202   4973370  0.081739  2250  0.467927  0.0083 0.000752 0.001026 0.003451  0.022431  0.039441 -0.274351  44.8958489433 -110.7444231567  2250.46793
P714 09MAY31 2009.4127 54982 1534 0 -110.7  -3508 -0.823035   4973370  0.080989  2250  0.469623  0.0083 0.000746 0.001037 0.003390  0.018274  0.042497 -0.247959  44.8958489363 -110.7444231677  2250.46962
P714 09JUN01 2009.4155 54983 1534 1 -110.7  -3508 -0.822937   4973370  0.083484  2250  0.465793  0.0083 0.000752 0.001054 0.003475  0.043476  0.016553 -0.287075  44.8958489585 -110.7444231670  2250.46579
P714 09JUN02 2009.4182 54984 1534 2 -110.7  -3508 -0.822311   4973370  0.082996  2250  0.467072  0.0083 0.000732 0.001027 0.003338  0.011725 -0.011541 -0.261281  44.8958489539 -110.7444231596  2250.46707
P714 09JUN03 2009.4209 54985 1534 3 -110.7  -3508 -0.822487   4973370  0.081299  2250  0.467707  0.0083 0.000740 0.001048 0.003480  0.018651  0.009504 -0.304828  44.8958489384 -110.7444231623  2250.46771
P714 09JUN04 2009.4237 54986 1534 4 -110.7  -3508 -0.822628   4973370  0.083507  2250  0.468854  0.0083 0.000736 0.001028 0.003302  0.013258  0.019348 -0.249703  44.8958489580 -110.7444231647  2250.46885
P714 09JUN05 2009.4264 54987 1534 5 -110.7  -3508 -0.822807   4973370  0.083167  2250  0.464465  0.0083 0.000738 0.001040 0.003417  0.041538 -0.030781 -0.290592  44.8958489547 -110.7444231675  2250.46447
P714 09JUN06 2009.4292 54988 1534 6 -110.7  -3508 -0.821774   4973370  0.083320  2250  0.475315  0.0083 0.000755 0.001075 0.003467  0.047648 -0.019356 -0.285452  44.8958489559 -110.7444231549  2250.47531
P714 09JUN07 2009.4319 54989 1535 0 -110.7  -3508 -0.823937   4973370  0.083970  2250  0.469786  0.0083 0.000738 0.001034 0.003313  0.052423 -0.005222 -0.264601  44.8958489615 -110.7444231828  2250.46979
P714 09JUN08 2009.4346 54990 1535 1 -110.7  -3508 -0.823636   4973370  0.082948  2250  0.470181  0.0083 0.000735 0.001024 0.003309  0.011600  0.022926 -0.269551  44.8958489521 -110.7444231795  2250.47018
P714 09JUN09 2009.4374 54991 1535 2 -110.7  -3508 -0.820390   4973370  0.082016  2250  0.472730  0.0083 0.000722 0.001043 0.003304  0.047564 -0.024915 -0.280935  44.8958489434 -110.7444231390  2250.47273
P714 09JUN10 2009.4401 54992 1535 3 -110.7  -3508 -0.823118   4973370  0.084235  2250  0.467523  0.0083 0.000746 0.001042 0.003423 -0.009675  0.010920 -0.246971  44.8958489632 -110.7444231740  2250.46752
P714 09JUN11 2009.4428 54993 1535 4 -110.7  -3508 -0.822894   4973370  0.083490  2250  0.470199  0.0083 0.000737 0.001043 0.003370 -0.005348  0.011170 -0.263705  44.8958489562 -110.7444231717  2250.47020
P714 09JUN12 2009.4456 54994 1535 5 -110.7  -3508 -0.822952   4973370  0.083772  2250  0.473636  0.0083 0.000751 0.001046 0.003434  0.030201  0.032520 -0.265729  44.8958489585 -110.7444231730  2250.47364
P714 09JUN13 2009.4483 54995 1535 6 -110.7  -3508 -0.821152   4973370  0.084259  2250  0.472643  0.0083 0.000739 0.001037 0.003354  0.057992 -0.001032 -0.282777  44.8958489627 -110.7444231507  2250.47264
P714 09JUN14 2009.4511 54996 1536 0 -110.7  -3508 -0.821215   4973370  0.085504  2250  0.467548  0.0083 0.000743 0.001035 0.003387  0.024087  0.012101 -0.282212  44.8958489736 -110.7444231521  2250.46755
P714 09JUN15 2009.4538 54997 1536 1 -110.7  -3508 -0.822242   4973370  0.083239  2250  0.470444  0.0083 0.000730 0.001031 0.003291  0.016572  0.000106 -0.274159  44.8958489530 -110.7444231656  2250.47044
P714 09JUN16 2009.4565 54998 1536 2 -110.7  -3508 -0.822511   4973370  0.082717  2250  0.474266  0.0083 0.000746 0.001030 0.003316  0.050598  0.008215 -0.235638  44.8958489481 -110.7444231695  2250.47427
P714 09JUN17 2009.4593 54999 1536 3 -110.7  -3508 -0.823933   4973370  0.083535  2250  0.470843  0.0083 0.000735 0.001048 0.003389  0.036861 -0.023515 -0.276393  44.8958489552 -110.7444231880  2250.47084
P714 09JUN18 2009.4620 55000 1536 4 -110.7  -3508 -0.823271   4973370  0.085191  2250  0.471132  0.0083 0.000752 0.001067 0.003393  0.007102 -0.013275 -0.230019  44.8958489699 -110.7444231802  2250.47113
P714 09JUN19 2009.4648 55001 1536 5 -110.7  -3508 -0.820826   4973370  0.083038  2250  0.477326  0.0083 0.000742 0.001055 0.003442  0.037898 -0.042038 -0.275587  44.8958489503 -110.7444231498  2250.47733
P714 09JUN20 2009.4675 55002 1536 6 -110.7  -3508 -0.822067   4973370  0.082151  2250  0.470553  0.0083 0.000745 0.001029 0.003351 -0.011566 -0.005874 -0.275139  44.8958489421 -110.7444231660  2250.47055
P714 09JUN21 2009.4702 55003 1537 0 -110.7  -3508 -0.824135   4973370  0.082316  2250  0.469350  0.0083 0.000742 0.001045 0.003355  0.062896 -0.053223 -0.266319  44.8958489433 -110.7444231927  2250.46935
P714 09JUN22 2009.4730 55004 1537 1 -110.7  -3508 -0.824035   4973370  0.080530  2250  0.464309  0.0083 0.000786 0.001068 0.003674  0.035445 -0.017298 -0.313060  44.8958489270 -110.7444231920  2250.46431
P714 09JUN23 2009.4757 55005 1537 2 -110.7  -3508 -0.822953   4973370  0.084530  2250  0.464769  0.0083 0.000768 0.001059 0.003391  0.033985  0.024856 -0.227322  44.8958489628 -110.7444231788  2250.46477
P714 09JUN24 2009.4784 55006 1537 3 -110.7  -3508 -0.823499   4973370  0.083060  2250  0.468266  0.0083 0.000756 0.001086 0.003602  0.061651 -0.023314 -0.325401  44.8958489493 -110.7444231862  2250.46827
P714 09JUN25 2009.4812 55007 1537 4 -110.7  -3508 -0.823736   4973370  0.084624  2250  0.467514  0.0083 0.000762 0.001070 0.003586  0.043450 -0.029400 -0.296947  44.8958489631 -110.7444231898  2250.46751
P714 09JUN26 2009.4839 55008 1537 5 -110.7  -3508 -0.822975   4973370  0.081770  2250  0.475943  0.0083 0.000783 0.001075 0.003577  0.020054  0.017223 -0.273050  44.8958489372 -110.7444231806  2250.47594
