site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
P711 05SEP30 2005.7467 53643 1342 5 -110.9   3089  0.291597   4944445  0.428981  2118  0.737083  0.0083 0.000731 0.000952 0.002980  0.013115  0.146783 -0.114600  44.6355650683 -110.8610661960  2118.73708
P711 05OCT01 2005.7495 53644 1342 6 -110.9   3089  0.294022   4944445  0.428491  2118  0.741263  0.0083 0.000746 0.000969 0.003075  0.001481  0.146722 -0.087466  44.6355650636 -110.8610661660  2118.74126
P711 05OCT02 2005.7522 53645 1343 0 -110.9   3089  0.292231   4944445  0.428461  2118  0.734039  0.0083 0.000761 0.000989 0.003162  0.024946  0.158318 -0.152782  44.6355650631 -110.8610661891  2118.73404
P711 05OCT03 2005.7550 53646 1343 1 -110.9   3089  0.294308   4944445  0.428847  2118  0.740799  0.0083 0.000751 0.000970 0.003054  0.002032  0.164466 -0.130694  44.6355650663 -110.8610661635  2118.74080
P711 05OCT04 2005.7577 53647 1343 2 -110.9   3089  0.294784   4944445  0.431081  2118  0.734076  0.0083 0.000747 0.000980 0.003070  0.036097  0.149757 -0.129586  44.6355650862 -110.8610661580  2118.73408
P711 05OCT05 2005.7604 53648 1343 3 -110.9   3089  0.294744   4944445  0.429449  2118  0.729637  0.0083 0.000727 0.000956 0.002951  0.005615  0.157338 -0.095400  44.6355650713 -110.8610661590  2118.72964
P711 05OCT06 2005.7632 53649 1343 4 -110.9   3089  0.294691   4944445  0.430373  2118  0.730493  0.0083 0.000717 0.000954 0.002902  0.012268  0.141369 -0.080028  44.6355650794 -110.8610661602  2118.73049
P711 05OCT07 2005.7659 53650 1343 5 -110.9   3089  0.296232   4944445  0.426972  2118  0.738389  0.0083 0.000729 0.000965 0.003020  0.019210  0.159536 -0.087864  44.6355650485 -110.8610661413  2118.73839
P711 05OCT08 2005.7687 53651 1343 6 -110.9   3089  0.294113   4944445  0.427616  2118  0.740280  0.0083 0.000739 0.000987 0.003055  0.053734  0.127072 -0.116940  44.6355650541 -110.8610661685  2118.74028
P711 05OCT09 2005.7714 53652 1344 0 -110.9   3089  0.294899   4944445  0.426853  2118  0.734297  0.0083 0.000728 0.000964 0.002953  0.020531  0.142161 -0.089953  44.6355650470 -110.8610661591  2118.73430
P711 05OCT10 2005.7741 53653 1344 1 -110.9   3089  0.295176   4944445  0.428198  2118  0.730461  0.0083 0.000723 0.000950 0.002931  0.034177  0.115472 -0.097944  44.6355650589 -110.8610661561  2118.73046
P711 05OCT11 2005.7769 53654 1344 2 -110.9   3089  0.295584   4944445  0.428530  2118  0.734820  0.0083 0.000744 0.000976 0.003025  0.014645  0.136033 -0.110735  44.6355650616 -110.8610661515  2118.73482
P711 05OCT12 2005.7796 53655 1344 3 -110.9   3089  0.295160   4944445  0.427499  2118  0.730734  0.0083 0.000740 0.000967 0.002989  0.029585  0.119642 -0.116766  44.6355650521 -110.8610661574  2118.73073
P711 05OCT13 2005.7823 53656 1344 4 -110.9   3089  0.294762   4944445  0.427074  2118  0.733558  0.0083 0.000755 0.000971 0.003104 -0.015983  0.154176 -0.074980  44.6355650480 -110.8610661629  2118.73356
P711 05OCT14 2005.7851 53657 1344 5 -110.9   3089  0.296897   4944445  0.428294  2118  0.730059  0.0083 0.000736 0.000969 0.003080  0.017772  0.166219 -0.097726  44.6355650588 -110.8610661366  2118.73006
P711 05OCT15 2005.7878 53658 1344 6 -110.9   3089  0.296829   4944445  0.429071  2118  0.732877  0.0083 0.000732 0.000966 0.003008  0.001313  0.158239 -0.092853  44.6355650655 -110.8610661379  2118.73288
P711 05OCT16 2005.7906 53659 1345 0 -110.9   3089  0.295562   4944445  0.427420  2118  0.732845  0.0083 0.000735 0.000980 0.003028  0.006154  0.169215 -0.109243  44.6355650504 -110.8610661544  2118.73284
P711 05OCT17 2005.7933 53660 1345 1 -110.9   3089  0.295676   4944445  0.428758  2118  0.728537  0.0083 0.000744 0.000999 0.003132 -0.012592  0.147788 -0.092053  44.6355650622 -110.8610661535  2118.72854
P711 05OCT18 2005.7960 53661 1345 2 -110.9   3089  0.297105   4944445  0.429364  2118  0.735220  0.0083 0.000754 0.000985 0.003107  0.002303  0.169586 -0.091919  44.6355650675 -110.8610661360  2118.73522
P711 05OCT19 2005.7988 53662 1345 3 -110.9   3089  0.296963   4944445  0.428227  2118  0.736296  0.0083 0.000757 0.000986 0.003116  0.027689  0.151561 -0.114822  44.6355650570 -110.8610661383  2118.73630
P711 05OCT20 2005.8015 53663 1345 4 -110.9   3089  0.296997   4944445  0.429003  2118  0.735065  0.0083 0.000746 0.001018 0.003127  0.023255  0.152391 -0.081372  44.6355650637 -110.8610661384  2118.73506
P711 05OCT21 2005.8042 53664 1345 5 -110.9   3089  0.297546   4944445  0.429300  2118  0.733934  0.0083 0.000742 0.000983 0.003016  0.042016  0.102998 -0.071291  44.6355650662 -110.8610661320  2118.73393
P711 05OCT22 2005.8070 53665 1345 6 -110.9   3089  0.297247   4944445  0.427446  2118  0.726707  0.0083 0.000744 0.000974 0.003022  0.019868  0.105460 -0.093125  44.6355650492 -110.8610661363  2118.72671
P711 05OCT23 2005.8097 53666 1346 0 -110.9   3089  0.297402   4944445  0.427542  2118  0.727335  0.0083 0.000749 0.000967 0.003062  0.006953  0.152253 -0.104781  44.6355650499 -110.8610661349  2118.72733
P711 05OCT24 2005.8125 53667 1346 1 -110.9   3089  0.298628   4944445  0.427498  2118  0.728922  0.0083 0.000745 0.000971 0.003029  0.011630  0.129955 -0.077072  44.6355650492 -110.8610661200  2118.72892
P711 05OCT25 2005.8152 53668 1346 2 -110.9   3089  0.298784   4944445  0.427288  2118  0.731995  0.0083 0.000749 0.000974 0.003063  0.031395  0.153454 -0.080946  44.6355650471 -110.8610661185  2118.73200
P711 05OCT26 2005.8179 53669 1346 3 -110.9   3089  0.298279   4944445  0.427687  2118  0.734196  0.0083 0.000764 0.000995 0.003139  0.038350  0.159853 -0.074450  44.6355650505 -110.8610661254  2118.73420
P711 05OCT27 2005.8207 53670 1346 4 -110.9   3089  0.298429   4944445  0.428569  2118  0.734305  0.0083 0.000728 0.000966 0.002981  0.016851  0.125735 -0.069562  44.6355650582 -110.8610661240  2118.73430
P711 05OCT28 2005.8234 53671 1346 5 -110.9   3089  0.296967   4944445  0.429382  2118  0.734890  0.0083 0.000743 0.000960 0.003020  0.021251  0.145019 -0.103792  44.6355650653 -110.8610661430  2118.73489
P711 05OCT29 2005.8261 53672 1346 6 -110.9   3089  0.297083   4944445  0.429328  2118  0.733976  0.0083 0.000738 0.000970 0.003002  0.026402  0.144676 -0.075468  44.6355650645 -110.8610661420  2118.73398
P711 05OCT30 2005.8289 53673 1347 0 -110.9   3089  0.297309   4944445  0.428357  2118  0.725715  0.0083 0.000739 0.000960 0.002993  0.013455  0.120154 -0.090137  44.6355650556 -110.8610661397  2118.72572
P711 05OCT31 2005.8316 53674 1347 1 -110.9   3089  0.298228   4944445  0.432250  2118  0.727642  0.0083 0.000779 0.000989 0.003143  0.008970  0.174390 -0.126328  44.6355650903 -110.8610661286  2118.72764
P711 05NOV01 2005.8344 53675 1347 2 -110.9   3089  0.296702   4944445  0.429060  2118  0.736025  0.0083 0.000786 0.000987 0.003191  0.002133  0.201220 -0.099815  44.6355650614 -110.8610661484  2118.73602
P711 05NOV02 2005.8371 53676 1347 3 -110.9   3089  0.298622   4944445  0.428417  2118  0.732576  0.0083 0.000787 0.000985 0.003170  0.018000  0.178239 -0.110938  44.6355650554 -110.8610661247  2118.73258
P711 05NOV03 2005.8398 53677 1347 4 -110.9   3089  0.297731   4944445  0.428334  2118  0.736438  0.0083 0.000781 0.000987 0.003147  0.025309  0.156971 -0.122216  44.6355650544 -110.8610661365  2118.73644
