site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
P676 05OCT15 2005.7878 53658 1344 6 -111.3  -3010 -0.140328   4946518  0.081619  2189  0.782799  0.0083 0.000704 0.000993 0.003059 -0.016486  0.046917 -0.224205  44.6542166251 -111.3379505969  2189.78280
P676 05OCT16 2005.7906 53659 1345 0 -111.3  -3010 -0.141534   4946518  0.079870  2189  0.789385  0.0083 0.000705 0.000997 0.003051 -0.011014  0.078093 -0.213403  44.6542166091 -111.3379506127  2189.78939
P676 05OCT17 2005.7933 53660 1345 1 -111.3  -3010 -0.141734   4946518  0.080722  2189  0.780282  0.0083 0.000732 0.001025 0.003191 -0.044239  0.052357 -0.212282  44.6542166165 -111.3379506157  2189.78028
P676 05OCT18 2005.7960 53661 1345 2 -111.3  -3010 -0.140442   4946518  0.081804  2189  0.783334  0.0083 0.000729 0.001021 0.003103 -0.005357  0.039408 -0.217492  44.6542166260 -111.3379505999  2189.78333
P676 05OCT19 2005.7988 53662 1345 3 -111.3  -3010 -0.141449   4946518  0.081320  2189  0.788828  0.0083 0.000728 0.001007 0.003101 -0.009718  0.039993 -0.221735  44.6542166214 -111.3379506132  2189.78883
P676 05OCT20 2005.8015 53663 1345 4 -111.3  -3010 -0.140904   4946518  0.082748  2189  0.785868  0.0083 0.000727 0.001061 0.003245  0.005245  0.042659 -0.244582  44.6542166340 -111.3379506068  2189.78587
P676 05OCT21 2005.8042 53664 1345 5 -111.3  -3010 -0.140798   4946518  0.082236  2189  0.782681  0.0083 0.000708 0.001004 0.003066 -0.010363  0.013343 -0.216481  44.6542166292 -111.3379506060  2189.78268
P676 05OCT22 2005.8070 53665 1345 6 -111.3  -3010 -0.141133   4946518  0.080315  2189  0.781626  0.0083 0.000712 0.001004 0.003067 -0.025302  0.049973 -0.200472  44.6542166117 -111.3379506107  2189.78163
P676 05OCT23 2005.8097 53666 1346 0 -111.3  -3010 -0.140931   4946518  0.080404  2189  0.780753  0.0083 0.000706 0.000992 0.003002 -0.019330  0.059893 -0.201383  44.6542166122 -111.3379506087  2189.78075
P676 05OCT24 2005.8125 53667 1346 1 -111.3  -3010 -0.139786   4946518  0.080505  2189  0.781913  0.0083 0.000720 0.001015 0.003118 -0.013189  0.018748 -0.206401  44.6542166129 -111.3379505948  2189.78191
P676 05OCT25 2005.8152 53668 1346 2 -111.3  -3010 -0.138984   4946518  0.079584  2189  0.783779  0.0083 0.000709 0.000994 0.003091 -0.015718  0.035055 -0.232837  44.6542166044 -111.3379505852  2189.78378
P676 05OCT26 2005.8179 53669 1346 3 -111.3  -3010 -0.139254   4946518  0.080541  2189  0.787165  0.0083 0.000729 0.001013 0.003111  0.005900  0.031938 -0.220587  44.6542166127 -111.3379505891  2189.78716
P676 05OCT27 2005.8207 53670 1346 4 -111.3  -3010 -0.139419   4946518  0.082736  2189  0.782342  0.0083 0.000705 0.000989 0.003050 -0.020179  0.060728 -0.231290  44.6542166322 -111.3379505917  2189.78234
P676 05OCT28 2005.8234 53671 1346 5 -111.3  -3010 -0.139288   4946518  0.083049  2189  0.780465  0.0083 0.000706 0.000979 0.002989  0.002354  0.022473 -0.207338  44.6542166348 -111.3379505906  2189.78046
P676 05OCT29 2005.8261 53672 1346 6 -111.3  -3010 -0.140189   4946518  0.083252  2189  0.785834  0.0083 0.000713 0.000995 0.003048 -0.014383  0.029116 -0.214532  44.6542166364 -111.3379506025  2189.78583
P676 05OCT30 2005.8289 53673 1347 0 -111.3  -3010 -0.140863   4946518  0.081583  2189  0.779471  0.0083 0.000702 0.000986 0.003013 -0.010257  0.010011 -0.211403  44.6542166211 -111.3379506115  2189.77947
P676 05OCT31 2005.8316 53674 1347 1 -111.3  -3010 -0.138805   4946518  0.083987  2189  0.782919  0.0083 0.000739 0.001016 0.003154 -0.039672  0.046490 -0.242740  44.6542166425 -111.3379505861  2189.78292
P676 05NOV01 2005.8344 53675 1347 2 -111.3  -3010 -0.141332   4946518  0.081641  2189  0.789335  0.0083 0.000750 0.001017 0.003134 -0.039958  0.104347 -0.233160  44.6542166212 -111.3379506184  2189.78933
P676 05NOV02 2005.8371 53676 1347 3 -111.3  -3010 -0.141573   4946518  0.082401  2189  0.789782  0.0083 0.000767 0.001052 0.003275 -0.046941  0.068330 -0.227636  44.6542166278 -111.3379506220  2189.78978
P676 05NOV03 2005.8398 53677 1347 4 -111.3  -3010 -0.138636   4946518  0.080834  2189  0.791148  0.0083 0.000740 0.001019 0.003151 -0.012503  0.023434 -0.255729  44.6542166134 -111.3379505855  2189.79115
P676 05NOV04 2005.8426 53678 1347 5 -111.3  -3010 -0.139848   4946518  0.081293  2189  0.793754  0.0083 0.000728 0.001000 0.002978 -0.013163  0.012784 -0.203703  44.6542166173 -111.3379506013  2189.79375
P676 05NOV05 2005.8453 53679 1347 6 -111.3  -3010 -0.139847   4946518  0.082372  2189  0.793240  0.0083 0.000744 0.001015 0.003063 -0.005117  0.000496 -0.232473  44.6542166268 -111.3379506018  2189.79324
P676 05NOV06 2005.8480 53680 1348 0 -111.3  -3010 -0.141156   4946518  0.082644  2189  0.792986  0.0083 0.000750 0.001023 0.003087 -0.020385  0.008254 -0.228279  44.6542166290 -111.3379506188  2189.79299
P676 05NOV07 2005.8508 53681 1348 1 -111.3  -3010 -0.140801   4946518  0.086473  2189  0.795887  0.0083 0.000743 0.001033 0.003080 -0.018876  0.018456 -0.195736  44.6542166632 -111.3379506149  2189.79589
P676 05NOV08 2005.8535 53682 1348 2 -111.3  -3010 -0.139798   4946518  0.082860  2189  0.785240  0.0083 0.000756 0.001032 0.003163 -0.019621  0.006481 -0.199407  44.6542166305 -111.3379506027  2189.78524
P676 05NOV09 2005.8563 53683 1348 3 -111.3  -3010 -0.143762   4946518  0.082087  2189  0.781797  0.0083 0.000753 0.001007 0.003094 -0.024422  0.046870 -0.204305  44.6542166233 -111.3379506532  2189.78180
P676 05NOV10 2005.8590 53684 1348 4 -111.3  -3010 -0.142640   4946518  0.081811  2189  0.780709  0.0083 0.000753 0.001022 0.003151 -0.013743  0.032794 -0.230213  44.6542166205 -111.3379506396  2189.78071
P676 05NOV11 2005.8617 53685 1348 5 -111.3  -3010 -0.142406   4946518  0.082746  2189  0.793987  0.0083 0.000741 0.001023 0.003220 -0.011096  0.054599 -0.269559  44.6542166287 -111.3379506372  2189.79399
